iter	Passed	Remaining
831	40663	7575
832	40712	7526
833	40756	7476
834	40802	7427
835	40852	7378
836	40899	7329
837	40948	7280
838	40996	7231
839	41045	7183
840	41092	7133
841	41141	7084
842	41186	7035
843	41234	6986
844	41287	6938
845	41333	6888
846	41381	6839
847	41427	6790
848	41477	6741
849	41522	6692
850	41573	6643
851	41620	6594
852	41668	6545
853	41718	6497
854	41766	6448
855	41814	6399
856	41859	6349
857	41908	6300
858	41957	6252
859	42009	6203
860	42058	6154
861	42100	6104
862	42149	6056
863	42193	6006
864	42244	5958
865	42292	5909
866	42343	5860
867	42359	5807
868	42402	5757
869	42451	5708
870	42493	5659
871	42537	5609
872	42585	5561
873	42631	5511
874	42681	5463
875	42724	5413
876	42771	5364
877	42815	5315
878	42860	5266
879	42905	5216
880	42950	5167
881	42999	5118
882	43045	5069
883	43097	5021
884	43144	4972
885	43188	4923
886	43229	4873
887	43278	4824
888	43326	4776
889	43373	4727
890	43422	4678
891	43466	4629
892	43520	4581
893	43570	4532
894	43615	4483
895	43665	4434
896	43708	4385
897	43753	4336
898	43804	4287
899	43850	4238
900	43899	4190
901	43947	4141
902	43985	4091
903	44032	4042
904	44079	3993
905	44123	3944
906	44164	3895
907	44210	3846
908	44253	3797
909	44300	3748
910	44347	3699
911	44394	3650
912	44446	3602
913	44493	3553
914	44541	3504
915	44585	3455
916	44636	3407
917	44690	3359
918	44741	3310
919	44792	3262
920	44838	3213
921	44885	3164
922	44936	3115
923	44983	3067
924	45034	3018
925	45084	2969
926	45130	2921
927	45179	2872
928	45230	2823
929	45275	2774
930	45322	2726
931	45375	2677
932	45421	2628
933	45472	2580
934	45521	2531
935	45570	2483
936	45619	2434
937	45666	2385
938	45716	2336
939	45761	2288
940	45804	2239
941	45855	2190
942	45902	2141
943	45946	2092
944	45990	2044
945	46036	1995
946	46084	1946
947	46132	1897
948	46179	1849
949	46229	1800
950	46281	1751
951	46338	1703
952	46382	1654
953	46431	1606
954	46481	1557
955	46531	1508
956	46578	1460
957	46623	1411
958	46625	1361
959	46670	1312
960	46720	1264
961	46768	1215
962	46818	1166
963	46868	1118
964	46913	1069
965	46961	1020
966	47010	972
967	47060	923
968	47108	875
969	47156	826
970	47197	777
971	47248	729
972	47254	679
973	47298	631
974	47343	582
975	47389	534
976	47438	485
977	47492	437
978	47543	388
979	47588	339
980	47631	291
981	47683	242
982	47736	194
983	47788	145
984	47841	97
985	47893	48
986	47936	0
